,Player,Match,Competition,Date,Position,Minutes played,Total actions,Successful actions,Goals,Assists,Shots,Shots on target,xG,Total passes,Accurate passes,Long passes,Accurate long passes,Crosses,Accurate crosses,Dribbles,Successful dribbles,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses in own half,Recoveries,Opp. half recoveries,Yellow card,Red card,Defensive duels,Defensive duels won,Loose ball duels,Loose ball duels won,Sliding tackles,Successful sliding tackles,Clearances,Fouls,Yellow cards,Red cards,Shot assists,Offensive duel,Offensive duels won,Touches in penalty area,Offsides,Progressive runs,Fouls suffered,Through passes,Accurate through passes,xA,Second assists,Passes to final third,Accurate passes to final third,Passes to penalty area,Accurate passes to penalty area,Received passes,Forward passes,Accurate forward passes,Back passes,Accurate back passes,Conceded goals,xCG,Shots against,Saves / with reflexes,Unnamed: 65,Exits,Passes to GK,Accurate passes to GK,Goal kicks,Short goal kicks,Long goal kicks,Total_Accurate_Passes
65894,K. De Bruyne,Tottenham Hotspur - Manchester City 0:1,England. Premier League,2018-10-29,LDMF,24,34,20,0,0,0,0,0.0,19,15,1,1,0,0,4,1,10,2,0,0,1,4,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,1,0,0.0,0,4,3,1,0,15,8,5,3,3,0,0.0,0,0,0,0,0,0,0,0,0,27
65896,K. De Bruyne,Manchester City - Burnley 5:0,England. Premier League,2018-10-20,RCMF3,35,35,25,0,0,1,0,0.0,29,24,2,1,1,0,0,0,3,1,1,1,0,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,0.25,0,6,5,5,4,23,9,7,7,6,0,0.0,0,0,0,0,1,1,0,0,0,50
65897,K. De Bruyne,Arsenal - Manchester City 0:2,England. Premier League,2018-08-12,AMF,35,38,28,0,0,1,1,0.04,26,24,2,2,0,0,1,1,6,3,0,0,0,2,0,1,1,73,0,1,1,2,0,1,1,0,2,1,0,1,3,2,0,0,0,1,1,0,0.02,0,2,2,0,0,20,4,2,5,5,0,0.0,0,0,0,0,0,0,0,0,0,35
65907,K. De Bruyne,Southampton - Manchester City 0:1,England. Premier League,2018-05-13,RCMF3,95,94,52,0,1,2,0,0.06,61,43,8,6,7,2,6,0,21,7,1,0,3,16,2,5,5,0,0,4,2,5,4,0,0,0,0,0,0,3,11,1,3,0,4,1,6,1,0.33,0,9,6,11,4,44,15,9,9,8,0,0.0,0,0,0,0,0,0,0,0,0,79
65908,K. De Bruyne,Manchester City - Huddersfield Town 0:0,England. Premier League,2018-05-06,"LCMF3, RCMF3",68,88,58,0,0,2,1,0.13,68,51,7,2,6,1,6,4,16,6,2,0,2,11,2,0,0,0,0,2,1,3,1,1,1,0,0,0,0,0,9,4,3,0,1,0,3,0,0.0,0,13,8,8,1,59,21,13,9,8,0,0.0,0,0,0,0,0,0,0,0,0,84
65909,K. De Bruyne,West Ham United - Manchester City 1:4,England. Premier League,2018-04-29,"LCMF3, RCMF3",97,150,113,0,0,5,2,0.22,120,101,4,1,4,0,5,2,17,8,0,0,4,15,2,6,4,0,0,6,4,2,0,0,0,1,1,0,0,1,9,4,2,0,4,1,4,0,0.06,0,14,12,9,5,104,31,19,25,25,0,0.0,0,0,0,0,0,0,0,0,0,163
65910,K. De Bruyne,Manchester City - Swansea City 5:0,England. Premier League,2018-04-22,RCMF3,66,74,54,1,0,4,2,0.16,52,43,4,2,6,0,6,4,15,8,0,0,0,11,0,3,2,0,0,2,2,2,0,0,0,0,0,0,0,1,11,6,2,0,1,1,3,2,0.12,1,6,5,8,5,46,14,12,4,4,0,0.0,0,0,0,0,0,0,0,0,0,73
65911,K. De Bruyne,Tottenham Hotspur - Manchester City 1:3,England. Premier League,2018-04-14,"LW, RCMF3",91,76,45,0,0,2,0,0.11,43,31,8,4,3,1,6,4,26,12,3,0,1,12,7,6,3,41,0,6,3,4,1,2,1,0,2,1,0,1,13,8,1,0,2,2,2,0,0.23,0,9,5,4,2,27,14,9,11,10,0,0.0,0,0,0,0,0,0,0,0,0,62
65913,K. De Bruyne,Manchester City - Manchester United 2:3,England. Premier League,2018-04-07,RCMF,25,25,19,0,0,0,0,0.0,18,14,3,1,3,2,1,1,6,5,0,0,0,5,0,2,1,0,0,3,2,2,2,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0.01,0,4,3,3,2,15,3,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,26
65915,K. De Bruyne,Everton - Manchester City 1:3,England. Premier League,2018-03-31,RCMF3,78,150,129,0,1,1,0,0.07,133,122,7,2,4,1,3,1,11,7,0,0,2,5,1,3,2,0,0,6,5,0,0,0,0,1,1,0,0,2,5,2,3,1,1,1,3,0,0.33,0,23,20,3,1,125,24,20,21,21,0,0.0,0,0,0,0,3,3,0,0,0,190
65917,K. De Bruyne,Stoke City - Manchester City 0:2,England. Premier League,2018-03-12,RCMF3,96,118,88,0,0,1,0,0.02,90,74,4,4,9,5,5,3,19,8,0,0,0,12,2,4,2,0,0,5,5,3,0,0,0,0,0,0,0,4,11,3,4,0,3,0,3,3,0.35,0,8,7,7,6,69,22,16,15,15,0,0.0,0,0,0,0,0,0,0,0,0,130
65918,K. De Bruyne,Manchester City - Chelsea 1:0,England. Premier League,2018-03-04,RCMF3,96,107,76,0,0,1,0,0.05,73,62,3,3,5,1,5,4,18,8,0,0,3,12,2,4,4,0,0,6,1,2,1,0,0,0,3,0,0,3,10,6,1,0,6,1,3,1,0.2,0,10,9,7,4,59,21,17,14,9,0,0.0,0,0,0,0,0,0,0,0,0,106
65919,K. De Bruyne,Arsenal - Manchester City 0:3,England. Premier League,2018-03-01,RCMF3,94,95,60,0,0,1,0,0.08,61,48,5,1,2,1,5,3,24,11,0,0,7,16,8,6,2,0,0,7,6,4,0,0,0,0,0,0,0,2,13,5,2,0,1,1,2,2,0.58,1,9,5,4,3,47,15,10,13,13,0,0.0,0,0,0,0,0,0,0,0,0,83
65923,K. De Bruyne,Manchester City - Leicester City 5:1,England. Premier League,2018-02-10,"DMF, RCMF3",94,115,76,0,3,2,1,0.05,78,64,5,3,8,2,8,4,22,7,0,0,1,14,1,5,3,0,0,5,1,4,1,0,0,0,3,0,0,5,13,5,4,0,3,2,3,2,1.42,0,11,7,10,6,60,21,19,15,14,0,0.0,0,0,0,0,0,0,0,0,0,117
65924,K. De Bruyne,Burnley - Manchester City 1:1,England. Premier League,2018-02-03,"LCMF3, RCMF3",97,101,70,0,0,3,1,0.07,77,62,8,5,5,0,3,3,11,5,0,0,1,11,0,3,2,0,0,0,0,3,1,0,0,0,0,0,0,3,8,4,3,0,3,1,2,1,0.17,1,9,6,11,7,64,22,20,22,19,0,0.0,0,0,0,0,0,0,0,0,0,120
65925,K. De Bruyne,Manchester City - West Bromwich Albion 3:0,England. Premier League,2018-01-31,RCMF3,80,92,68,1,1,7,5,0.58,62,54,2,1,1,0,2,1,10,6,1,1,3,9,0,8,5,0,0,3,1,3,2,0,0,0,1,0,0,1,3,2,4,0,1,2,3,1,0.08,1,10,10,8,5,54,23,19,16,14,0,0.0,0,0,0,0,1,1,0,0,0,105
65928,K. De Bruyne,Manchester City - Newcastle United 3:1,England. Premier League,2018-01-20,RCMF3,94,114,76,0,1,4,2,0.2,80,64,9,6,6,2,4,2,21,7,0,0,2,24,3,7,4,0,0,2,1,9,3,0,0,0,1,0,0,3,10,3,2,0,2,2,3,0,0.14,0,13,8,8,3,64,24,17,11,10,0,0.0,0,0,0,0,1,1,0,0,0,111
65929,K. De Bruyne,Liverpool - Manchester City 4:3,England. Premier League,2018-01-14,RCMF3,97,93,53,0,0,1,1,0.01,52,36,7,3,7,3,5,4,29,14,1,0,3,16,4,7,4,0,0,7,4,4,3,0,0,1,1,0,0,0,17,7,1,1,4,1,3,0,0.0,0,11,9,10,5,31,16,10,4,4,0,0.0,0,0,0,0,0,0,0,0,0,70
65932,K. De Bruyne,Manchester City - Watford 3:1,England. Premier League,2018-01-02,RCMF3,80,85,62,0,0,4,0,0.11,61,51,0,0,8,4,2,1,14,7,1,0,3,13,2,7,6,0,0,6,5,1,1,0,0,0,0,0,0,5,6,1,3,0,5,0,4,0,0.9,0,2,2,12,10,55,12,9,10,8,0,0.0,0,0,0,0,1,1,0,0,0,85
65933,K. De Bruyne,Crystal Palace - Manchester City 0:0,England. Premier League,2017-12-31,"LCMF3, RCMF3",104,88,58,0,0,5,1,0.28,59,46,3,3,6,2,2,1,14,6,0,0,3,18,6,2,2,0,0,2,1,3,2,0,0,1,0,0,0,2,9,3,4,0,4,2,2,1,0.2,0,6,6,10,5,51,20,16,5,5,0,0.0,0,0,0,0,0,0,0,0,0,84
65934,K. De Bruyne,Newcastle United - Manchester City 0:1,England. Premier League,2017-12-27,"LCMF3, RCMF, RCMF3",94,120,82,0,1,4,0,0.27,85,68,6,4,6,2,1,1,17,10,1,1,4,17,4,8,1,0,0,6,4,7,3,0,0,1,0,0,0,6,3,2,4,0,4,0,9,3,0.55,0,20,13,9,4,72,26,18,10,9,0,0.0,0,0,0,0,0,0,0,0,0,121
65935,K. De Bruyne,Manchester City - AFC Bournemouth 4:0,England. Premier League,2017-12-23,RCMF3,75,61,45,0,0,2,0,0.03,48,40,5,3,2,0,1,1,10,5,1,0,1,11,1,4,2,0,0,2,2,4,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,2,0.0,0,4,4,4,2,42,14,10,9,9,0,0.0,0,0,0,0,0,0,0,0,0,70
65936,K. De Bruyne,Manchester City - Tottenham Hotspur 4:1,England. Premier League,2017-12-16,RCMF,95,93,57,1,0,2,2,0.05,45,35,6,3,2,1,6,5,29,15,0,0,7,16,3,7,3,0,0,12,5,5,2,0,0,0,3,0,0,4,12,8,2,0,3,3,4,2,0.33,0,18,14,9,6,28,23,17,2,2,0,0.0,0,0,0,0,0,0,0,0,0,80
65937,K. De Bruyne,Swansea City - Manchester City 0:4,England. Premier League,2017-12-13,"RCMF3, RWF",78,96,65,1,0,3,2,0.17,70,54,2,0,3,0,6,3,14,6,0,0,0,14,2,3,1,0,0,2,1,4,1,0,0,0,0,0,0,2,8,4,2,0,2,0,2,0,0.37,0,12,9,7,3,60,24,17,9,8,0,0.0,0,0,0,0,0,0,0,0,0,91
65938,K. De Bruyne,Manchester United - Manchester City 1:2,England. Premier League,2017-12-10,RCMF3,99,109,81,0,0,2,1,0.11,75,61,5,3,1,0,4,3,23,13,1,1,6,11,2,8,3,0,0,8,5,8,4,1,0,0,0,0,0,2,6,3,1,0,5,0,1,1,0.94,0,15,12,4,4,57,25,21,9,8,0,0.0,0,0,0,0,0,0,0,0,0,110
65939,K. De Bruyne,Manchester City - West Ham United 2:1,England. Premier League,2017-12-03,"LCMF, RCMF3, RDMF",99,133,102,0,1,3,2,0.28,106,93,12,9,3,0,2,0,18,6,1,1,5,15,1,6,4,59,0,8,4,3,0,0,0,0,1,1,0,2,6,1,0,0,3,1,3,2,0.36,0,15,15,12,7,82,32,27,12,11,0,0.0,0,0,0,0,2,2,0,0,0,166
65940,K. De Bruyne,Manchester City - Southampton 2:1,England. Premier League,2017-11-29,"LCMF3, RCMF3, RW",99,129,80,1,1,5,3,0.34,90,64,6,2,9,1,5,2,24,10,2,1,2,20,3,6,4,0,0,2,1,9,4,1,1,0,0,0,0,5,11,4,3,0,6,0,5,1,0.33,0,11,9,10,4,71,31,17,8,7,0,0.0,0,0,0,0,0,0,0,0,0,105
65941,K. De Bruyne,Huddersfield Town - Manchester City 1:2,England. Premier League,2017-11-26,"LCMF3, RCMF3",96,95,59,0,0,0,0,0.0,68,52,4,2,3,0,4,2,18,6,2,0,2,21,2,3,2,0,0,6,3,2,1,0,0,0,3,0,0,2,8,2,0,0,3,1,4,2,0.49,0,8,5,9,5,58,19,12,12,12,0,0.0,0,0,0,0,0,0,0,0,0,90
65943,K. De Bruyne,Leicester City - Manchester City 0:2,England. Premier League,2017-11-18,RCMF3,91,119,87,1,0,3,2,0.09,92,78,4,4,2,0,3,1,10,1,0,0,3,13,1,4,3,0,0,1,0,3,0,1,0,1,1,0,0,1,6,1,2,0,6,1,3,1,0.05,0,10,8,7,6,75,21,16,18,17,0,0.0,0,0,0,0,1,1,0,0,0,131
65946,K. De Bruyne,Manchester City - Arsenal 3:1,England. Premier League,2017-11-05,"LW, RCMF3, RW",96,99,59,1,0,2,2,0.17,57,40,6,2,2,0,6,3,27,11,2,1,5,19,3,6,3,0,0,8,4,9,1,0,0,2,4,0,0,1,8,5,4,0,9,1,5,1,0.06,0,11,7,4,1,44,23,15,5,5,0,0.0,0,0,0,0,0,0,0,0,0,71
65948,K. De Bruyne,West Bromwich Albion - Manchester City 2:3,England. Premier League,2017-10-28,RCMF3,96,158,126,0,0,4,0,0.37,129,114,8,4,2,1,2,0,19,8,2,2,2,19,4,6,3,0,0,3,2,5,3,0,0,0,0,0,0,0,9,1,2,0,1,0,5,2,0.0,0,16,12,6,3,118,35,27,24,24,0,0.0,0,0,0,0,2,2,0,0,0,189
65950,K. De Bruyne,Manchester City - Burnley 3:0,England. Premier League,2017-10-21,RCMF3,84,84,67,0,1,2,2,0.25,68,58,5,3,3,0,4,3,13,7,1,1,1,11,3,5,5,0,0,1,1,3,0,0,0,0,1,0,0,3,8,5,2,0,2,0,2,2,0.19,0,13,12,7,6,56,20,17,14,14,0,0.0,0,0,0,0,0,0,0,0,0,112
65952,K. De Bruyne,Manchester City - Stoke City 7:2,England. Premier League,2017-10-14,RCMF3,67,70,50,0,2,2,2,0.43,52,43,5,3,4,1,2,1,11,3,1,0,2,6,1,4,3,0,0,3,1,2,0,0,0,0,1,0,0,3,5,2,1,0,0,0,2,2,0.5,2,4,3,7,5,42,13,10,11,10,0,0.0,0,0,0,0,0,0,0,0,0,77
65955,K. De Bruyne,Chelsea - Manchester City 0:1,England. Premier League,2017-09-30,RCMF,95,92,57,1,0,2,2,0.2,60,49,1,0,6,2,1,1,13,5,1,1,7,9,1,4,1,0,0,5,1,3,0,1,0,3,2,0,0,6,4,3,1,0,3,0,2,1,0.45,1,15,11,9,4,53,19,13,8,8,0,0.0,0,0,0,0,1,1,0,0,0,89
65957,K. De Bruyne,Manchester City - Crystal Palace 5:0,England. Premier League,2017-09-23,RCMF3,95,114,88,0,0,0,0,0.0,92,77,10,8,6,1,4,2,19,8,0,0,1,17,1,9,8,0,0,5,3,3,3,1,1,0,0,0,0,2,11,2,1,0,2,1,5,3,0.1,2,21,18,12,8,77,28,22,14,14,0,0.0,0,0,0,0,0,0,0,0,0,151
65958,K. De Bruyne,Watford - Manchester City 0:6,England. Premier League,2017-09-16,RCMF3,68,79,58,0,1,3,1,0.07,58,50,2,2,3,1,2,1,13,7,1,1,6,12,3,4,0,0,0,5,3,2,0,0,0,1,0,0,0,5,5,3,4,0,1,2,2,1,0.49,1,7,7,5,4,52,16,14,9,9,0,0.0,0,0,0,0,0,0,0,0,0,88
65960,K. De Bruyne,Manchester City - Liverpool 5:0,England. Premier League,2017-09-09,"LCMF3, RAMF, RCMF3",101,78,56,0,2,2,1,0.1,55,44,4,2,5,2,5,3,15,8,0,0,1,14,2,4,3,0,0,7,4,1,0,1,1,0,0,0,0,3,7,4,2,0,2,3,5,2,0.91,0,4,4,7,5,49,17,13,16,16,0,0.0,0,0,0,0,0,0,0,0,0,88
65963,K. De Bruyne,AFC Bournemouth - Manchester City 1:2,England. Premier League,2017-08-26,LCMF3,102,119,94,0,0,0,0,0.0,93,83,7,4,5,4,2,1,16,6,3,1,3,10,0,10,7,0,0,4,1,4,2,0,0,0,1,0,0,3,5,2,2,0,5,0,3,0,0.22,0,20,18,8,6,69,32,26,10,10,0,0.0,0,0,0,0,0,0,0,0,0,151
65964,K. De Bruyne,Manchester City - Everton 1:1,England. Premier League,2017-08-21,"DMF, LCMF, LCMF3",96,90,58,0,0,3,1,0.3,61,50,7,4,1,0,3,1,16,4,1,0,3,14,3,6,3,0,0,4,2,2,1,0,0,0,0,0,0,3,9,1,0,0,2,0,3,1,0.16,0,6,4,7,5,47,19,14,9,9,0,0.0,0,0,0,0,0,0,0,0,0,87
65965,K. De Bruyne,Brighton & Hove Albion - Manchester City 0:2,England. Premier League,2017-08-12,RCMF3,96,112,84,0,0,4,1,0.11,77,65,6,5,4,1,5,4,19,13,1,1,3,16,4,5,2,0,0,4,3,4,2,0,0,0,0,0,0,0,10,7,0,0,4,0,6,3,0.0,1,10,8,10,5,66,25,18,11,11,0,0.0,0,0,0,0,1,1,0,0,0,117
65972,K. De Bruyne,Watford - Manchester City 0:5,England. Premier League,2017-05-21,RCMF3,93,89,63,0,2,2,0,0.02,60,51,2,0,0,0,5,3,16,10,0,0,2,9,2,3,3,0,0,7,6,0,0,0,0,1,0,0,0,2,9,4,1,0,5,0,7,2,0.42,0,8,6,4,3,45,10,8,16,13,0,0.0,0,0,0,0,0,0,0,0,0,83
65973,K. De Bruyne,Manchester City - West Bromwich Albion 3:1,England. Premier League,2017-05-16,"LCMF3, RCMF3",96,99,66,1,1,2,2,0.11,58,51,2,2,4,2,4,2,20,8,2,1,1,5,1,5,2,0,0,7,5,3,0,0,0,0,1,0,0,3,8,2,2,0,2,0,2,1,0.86,0,6,6,4,4,46,13,11,11,11,0,0.0,0,0,0,0,2,2,0,0,0,90
65974,K. De Bruyne,Manchester City - Leicester City 2:1,England. Premier League,2017-05-13,RCMF3,84,88,60,0,0,2,0,0.08,53,45,1,1,2,1,2,1,19,9,0,0,1,8,1,6,3,0,0,11,6,4,2,1,0,0,3,0,0,0,4,1,0,0,3,2,3,0,0.0,0,8,8,5,4,35,20,16,15,12,0,0.0,0,0,0,0,0,0,0,0,0,87
65975,K. De Bruyne,Manchester City - Crystal Palace 5:0,England. Premier League,2017-05-06,"LCMF, RCMF",94,101,72,1,2,4,1,0.66,66,59,3,2,3,1,6,2,17,8,1,1,4,11,4,6,4,0,0,2,1,2,0,0,0,1,1,0,0,5,12,6,4,0,3,2,3,2,0.48,0,12,11,6,5,53,24,22,10,9,0,0.0,0,0,0,0,0,0,0,0,0,111
65976,K. De Bruyne,Middlesbrough - Manchester City 2:2,England. Premier League,2017-04-30,"AMF, RCMF",96,96,62,0,0,2,1,0.13,58,46,5,4,6,1,12,8,30,13,2,0,1,17,5,3,1,0,0,8,3,2,1,0,0,0,1,0,0,2,18,9,3,0,7,2,4,2,0.11,0,9,8,12,7,41,18,13,9,7,0,0.0,0,0,0,0,0,0,0,0,0,88
65977,K. De Bruyne,Manchester City - Manchester United 0:0,England. Premier League,2017-04-27,"AMF, LW",98,83,56,0,0,3,1,0.03,61,47,1,0,5,2,2,1,15,8,0,0,2,13,2,5,4,0,0,4,4,5,2,0,0,0,0,0,0,3,6,2,0,0,2,0,1,0,0.73,0,8,5,7,3,50,28,23,10,7,0,0.0,0,0,0,0,0,0,0,0,0,87
65979,K. De Bruyne,Southampton - Manchester City 0:3,England. Premier League,2017-04-15,RAMF,96,69,45,0,2,2,0,0.06,45,37,0,0,8,4,1,0,16,7,0,0,3,9,2,8,3,0,0,11,6,2,1,0,0,0,1,0,0,4,3,0,6,0,0,0,1,0,1.07,0,3,3,10,8,36,11,9,7,5,0,0.0,0,0,0,0,0,0,0,0,0,66
65980,K. De Bruyne,Chelsea - Manchester City 2:1,England. Premier League,2017-04-05,RAMF,80,58,40,0,0,1,0,0.02,39,32,1,1,3,1,5,2,14,4,1,0,1,5,0,4,2,0,0,2,0,3,1,0,0,0,0,0,0,1,8,3,1,0,2,0,0,0,0.03,0,4,4,3,2,29,11,11,7,6,0,0.0,0,0,0,0,0,0,0,0,0,57
65981,K. De Bruyne,Arsenal - Manchester City 2:2,England. Premier League,2017-04-02,"LCMF, LDMF, RAMF",95,70,39,0,1,2,0,0.06,47,31,7,2,8,1,1,0,15,6,1,0,4,16,2,7,2,0,0,5,2,3,2,0,0,0,1,0,0,2,6,2,2,0,3,1,2,1,0.14,1,10,5,11,5,31,17,11,8,8,0,0.0,0,0,0,0,1,1,0,0,0,65
65982,K. De Bruyne,Manchester City - Liverpool 1:1,England. Premier League,2017-03-19,"LCMF, RAMF",96,108,69,0,1,1,0,0.28,75,57,10,3,6,3,4,2,22,12,2,0,2,14,2,8,4,0,0,5,4,5,3,0,0,0,1,0,0,3,10,5,2,1,2,1,7,2,0.52,0,16,7,11,8,58,23,15,10,9,0,0.0,0,0,0,0,2,2,0,0,0,106
65985,K. De Bruyne,Manchester City - Stoke City 0:0,England. Premier League,2017-03-08,"LCMF3, RAMF",95,94,53,0,0,0,0,0.0,62,44,3,2,9,5,3,0,23,8,3,1,3,24,2,5,3,0,0,7,3,4,2,1,1,0,1,0,0,2,9,2,2,0,0,1,3,0,0.46,0,13,8,8,6,47,20,10,7,7,0,0.0,0,0,0,0,1,1,0,0,0,83
65986,K. De Bruyne,Sunderland - Manchester City 0:2,England. Premier League,2017-03-05,0,16,25,18,0,0,1,0,0.09,21,17,2,0,3,0,0,0,2,1,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.17,0,5,5,5,4,21,10,8,5,4,0,0.0,0,0,0,0,0,0,0,0,0,38
65990,K. De Bruyne,AFC Bournemouth - Manchester City 0:2,England. Premier League,2017-02-13,"LCMF, RCMF",98,101,79,0,0,2,0,0.2,76,70,2,2,3,2,2,1,17,7,0,0,4,10,4,8,2,0,0,8,5,1,0,0,0,0,0,0,0,1,8,2,3,0,2,1,5,2,0.08,0,16,15,4,3,61,25,22,12,12,0,0.0,0,0,0,0,1,1,0,0,0,129
65991,K. De Bruyne,Manchester City - Swansea City 2:1,England. Premier League,2017-02-05,RCMF,80,72,45,0,0,2,0,0.13,42,36,4,3,2,2,3,1,21,8,1,0,1,10,3,9,7,42,0,5,2,8,5,0,0,0,1,1,0,1,7,1,2,0,0,0,1,0,0.07,0,3,2,6,5,30,9,5,10,10,0,0.0,0,0,0,0,0,0,0,0,0,63
65992,K. De Bruyne,West Ham United - Manchester City 0:4,England. Premier League,2017-02-01,RCMF,70,67,50,1,0,1,1,0.33,50,43,7,3,0,0,0,0,10,4,4,1,2,11,2,4,4,44,0,2,1,2,1,1,1,0,1,1,0,1,2,1,2,0,2,0,2,0,0.01,1,9,5,5,4,38,18,12,9,9,0,0.0,0,0,0,0,0,0,0,0,0,76
65993,K. De Bruyne,Manchester City - Tottenham Hotspur 2:2,England. Premier League,2017-01-21,RCMF,97,84,52,1,1,3,1,0.7,53,40,8,4,7,5,4,2,20,9,2,0,5,20,4,9,7,0,0,9,6,2,1,1,0,0,1,0,0,4,7,2,6,0,0,0,9,5,0.42,0,12,7,6,4,37,24,15,9,9,0,0.0,0,0,0,0,0,0,0,0,0,89
65994,K. De Bruyne,Everton - Manchester City 4:0,England. Premier League,2017-01-15,"LCMF3, RCMF3",98,123,89,0,0,2,0,0.08,90,78,5,4,5,3,5,3,24,8,0,0,1,13,2,3,1,0,0,6,2,4,1,0,0,0,1,0,0,2,14,5,2,0,2,0,3,1,0.16,0,22,19,9,3,71,27,22,10,10,0,0.0,0,0,0,0,0,0,0,0,0,140
65996,K. De Bruyne,Manchester City - Burnley 2:1,England. Premier League,2017-01-02,"AMF, LCMF, RCMF3",98,76,44,0,0,3,0,0.07,41,32,3,3,4,2,8,2,25,10,4,1,2,17,6,2,1,0,0,4,2,6,3,0,0,1,1,0,0,2,11,4,1,0,1,2,1,0,0.05,0,6,4,6,5,28,16,11,6,4,0,0.0,0,0,0,0,0,0,0,0,0,61
65997,K. De Bruyne,Liverpool - Manchester City 1:0,England. Premier League,2016-12-31,"AMF, LAMF",96,61,35,0,0,1,0,0.04,28,17,1,0,3,0,7,4,25,15,3,0,2,14,2,6,6,0,0,6,6,5,2,0,0,0,0,0,0,1,11,7,2,0,1,1,2,0,0.02,0,7,2,3,1,18,8,6,4,3,0,0.0,0,0,0,0,0,0,0,0,0,29
65998,K. De Bruyne,Hull City - Manchester City 0:3,England. Premier League,2016-12-26,"CF, LAMF",96,104,70,0,0,3,0,0.17,67,56,1,1,5,2,8,2,23,11,0,0,2,10,2,6,3,0,0,4,3,7,4,0,0,0,1,0,0,3,12,4,4,0,3,2,2,1,0.43,1,7,4,4,3,54,17,14,17,16,0,0.0,0,0,0,0,0,0,0,0,0,97
65999,K. De Bruyne,Manchester City - Arsenal 2:1,England. Premier League,2016-12-18,"CF, LW",84,91,50,0,1,3,1,0.54,53,40,2,2,7,2,4,1,25,8,2,0,4,14,2,5,4,80,0,8,2,7,4,1,0,0,2,1,0,5,8,2,2,1,1,1,3,1,0.48,0,11,9,11,5,37,19,15,8,8,0,0.0,0,0,0,0,0,0,0,0,0,82
66000,K. De Bruyne,Manchester City - Watford 2:0,England. Premier League,2016-12-14,AMF,92,100,49,0,1,3,2,0.12,47,30,1,1,7,1,3,2,32,14,3,0,1,17,3,5,2,0,0,9,4,10,4,0,0,0,4,0,0,2,10,6,7,2,1,5,0,0,0.52,0,4,4,10,5,35,16,13,11,8,0,0.0,0,0,0,0,0,0,0,0,0,62
66001,K. De Bruyne,Leicester City - Manchester City 4:2,England. Premier League,2016-12-10,"LCMF, LW, RW",97,84,60,0,0,4,1,0.3,65,49,3,1,13,2,6,4,10,6,0,0,1,10,2,4,1,0,0,2,1,1,1,0,0,0,0,0,0,0,7,4,5,0,1,1,1,0,0.0,1,11,7,6,1,50,18,13,9,9,0,0.0,0,0,0,0,0,0,0,0,0,82
66002,K. De Bruyne,Manchester City - Chelsea 1:3,England. Premier League,2016-12-03,"RAMF, RWF",100,104,61,0,0,2,1,0.38,63,45,6,3,10,2,7,5,26,15,2,0,5,26,4,7,5,0,0,4,3,9,4,1,1,0,4,0,0,4,11,8,3,0,1,2,4,2,0.52,0,20,14,12,4,51,24,19,3,3,0,0.0,0,0,0,0,0,0,0,0,0,92
66003,K. De Bruyne,Burnley - Manchester City 1:2,England. Premier League,2016-11-26,LAMF,17,17,12,0,0,0,0,0.0,12,10,2,2,0,0,0,0,4,2,0,0,0,3,1,1,1,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,3,3,0,0,9,6,5,4,3,0,0.0,0,0,0,0,0,0,0,0,0,23
66005,K. De Bruyne,Crystal Palace - Manchester City 1:2,England. Premier League,2016-11-19,"AMF, RCMF",100,71,41,0,1,2,0,0.04,43,34,4,3,4,2,2,0,18,7,1,1,4,17,4,6,5,0,0,5,3,3,1,0,0,0,1,0,0,3,9,2,1,0,0,2,1,0,0.84,0,11,8,6,4,33,19,14,2,2,0,0.0,0,0,0,0,0,0,0,0,0,67
66008,K. De Bruyne,Manchester City - Middlesbrough 1:1,England. Premier League,2016-11-05,RCMF,97,87,61,0,1,5,1,0.28,51,44,2,1,10,5,8,7,26,15,3,1,4,10,3,4,3,0,0,6,5,4,1,0,0,0,1,0,0,6,13,8,6,0,2,1,0,0,1.06,0,6,6,11,6,38,11,10,14,14,0,0.0,0,0,0,0,0,0,0,0,0,86
66010,K. De Bruyne,West Bromwich Albion - Manchester City 0:4,England. Premier League,2016-10-29,LW,26,20,11,0,1,0,0,0.0,11,8,1,1,3,2,1,0,2,1,0,0,1,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0.18,0,1,1,1,0,6,2,2,3,3,0,0.0,0,0,0,0,0,0,0,0,0,17
66011,K. De Bruyne,Manchester City - Southampton 1:1,England. Premier League,2016-10-23,AMF,47,27,13,0,0,0,0,0.0,16,9,3,2,3,1,1,1,8,4,1,1,0,6,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0.0,0,3,0,2,1,9,4,1,2,2,0,0.0,0,0,0,0,0,0,0,0,0,16
